TransactionNumber,Timestamp,AccountNumber,TransactionType,Amount,Currency,Description,TransactionStatus,TransactionMethod,TransactionOrigin,TransactionReferenceNumber,DestinationAccountID,DestinationCustomerName,DestinationBankID,DestinationCountry,TransactionFees,TransactionAuthorizationMethod,TransactionLocation,money_laundering,CustomerName
1000000123,2024-02-01 09:15:30,1000000012,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001582,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000124,2024-02-01 09:15:30,1000000012,Deposit,1000.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001601,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000125,2024-02-01 09:15:30,1000000012,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001613,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000126,2024-02-01 09:15:30,1000000012,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001641,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000127,2024-02-01 09:15:30,1000000012,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001655,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000128,2024-02-01 09:15:30,1000000013,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001760,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000129,2024-02-01 09:15:30,1000000013,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001772,nil,nil,nil,nil,0.0,Authentication,Ballarat,0,
1000000130,2024-02-01 09:15:30,1000000013,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001849,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000131,2024-02-01 09:15:30,1000000013,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001862,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000132,2024-02-01 09:15:30,1000000013,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001877,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000133,2024-02-01 09:15:30,1000000013,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001892,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000134,2024-02-01 09:15:30,1000000014,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000001996,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000135,2024-02-01 09:15:30,1000000014,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002012,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000136,2024-02-01 09:15:30,1000000014,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002025,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000137,2024-02-01 09:15:30,1000000014,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002037,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000138,2024-02-01 09:15:30,1000000014,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002067,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000139,2024-02-01 09:15:30,1000000014,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002082,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000140,2024-02-01 09:15:30,1000000014,Deposit,100.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002095,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000141,2024-02-01 09:15:30,1000000014,Deposit,300.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002109,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000142,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002213,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000143,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002227,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000144,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002232,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000145,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002243,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000146,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002264,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000147,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002273,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000148,2024-02-01 09:15:30,1000000015,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002288,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000149,2024-02-01 09:15:30,1000000016,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002392,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000150,2024-02-01 09:15:30,1000000016,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002413,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000151,2024-02-01 09:15:30,1000000017,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002511,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000152,2024-02-01 09:15:30,1000000017,Transfer,500.0,AUD,Monthly Savings Transfer,Completed,Electronic Transfer,Online Banking,REF1000002532,1000000020,Kevin Walker,BSB012345,Australia,0.0,Authentication,Australia,0,
1000000153,2024-02-01 09:15:30,1000000018,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002631,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000154,2024-02-01 09:15:30,1000000018,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002651,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000155,2024-02-01 09:15:30,1000000018,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002691,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000156,2024-02-01 09:15:30,1000000018,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002703,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000157,2024-02-01 09:15:30,1000000019,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002812,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000158,2024-02-01 09:15:30,1000000019,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002827,nil,nil,nil,nil,0.0,Authentication,Rockhampton,0,
1000000159,2024-02-01 09:15:30,1000000020,Deposit,5000.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002930,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000160,2024-02-01 09:15:30,1000000020,Deposit,5000.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000002951,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000161,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003050,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000162,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003062,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000163,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003074,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000164,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003087,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000165,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003099,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000166,2024-02-01 09:15:30,1000000021,Deposit,300.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003179,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000167,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003192,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000168,2024-02-01 09:15:30,1000000021,Deposit,500.0,AUD,Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003207,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000169,2024-02-01 09:15:30,1000000021,Deposit,300.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003222,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000170,2024-02-01 09:15:30,1000000021,Deposit,300.0,AUD,Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000003242,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000171,2024-02-01 09:15:30,1000000022,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003341,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000172,2024-02-01 09:15:30,1000000022,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003361,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000173,2024-02-01 09:15:30,1000000022,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003371,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000174,2024-02-01 09:15:30,1000000022,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003383,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000175,2024-02-01 09:15:30,1000000022,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003395,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000176,2024-02-01 09:15:30,1000000023,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003500,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000177,2024-02-01 09:15:30,1000000023,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003521,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000178,2024-02-01 09:15:30,1000000024,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003621,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000179,2024-02-01 09:15:30,1000000024,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003641,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000180,2024-02-01 09:15:30,1000000025,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003740,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000181,2024-02-01 09:15:30,1000000025,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003752,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000182,2024-02-01 09:15:30,1000000025,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003767,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000183,2024-02-01 09:15:30,1000000025,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003780,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000184,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003890,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000185,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003902,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000186,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003919,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000187,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003932,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000188,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003947,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000189,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003960,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000190,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003978,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000191,2024-02-01 09:15:30,1000000026,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000003991,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000192,2024-02-01 09:15:30,1000000027,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004101,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000193,2024-02-01 09:15:30,1000000027,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004121,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000194,2024-02-01 09:15:30,1000000028,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004218,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000195,2024-02-01 09:15:30,1000000028,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004239,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000196,2024-02-01 09:15:30,1000000028,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004248,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000197,2024-02-01 09:15:30,1000000028,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004261,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000198,2024-02-01 09:15:30,1000000029,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004372,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000199,2024-02-01 09:15:30,1000000029,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004386,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000200,2024-02-01 09:15:30,1000000029,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004391,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000201,2024-02-01 09:15:30,1000000030,Deposit,500.0,AUD,Income Deposit,Completed,Electronic Transfer,Online Banking,REF1000004491,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000202,2024-02-01 09:15:30,1000000030,Transfer,1500.0,AUD,Monthly savings transfer,Completed,Online Banking,Online Banking,REF1000004512,1000000025,Amy King,BSB123460,Australia,5.0,Limits,Australia,0,
1000000203,2024-02-01 09:15:30,1000000031,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000004611,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000204,2024-02-01 09:15:30,1000000031,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000004624,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000205,2024-02-01 09:15:30,1000000031,Deposit,500.0,AUD,Monthly Pension Deposit,Completed,Electronic Transfer,Online Banking,REF1000004636,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000206,2024-02-01 09:15:30,1000000032,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004731,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000207,2024-02-01 09:15:30,1000000033,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004850,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000208,2024-02-01 09:15:30,1000000033,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004864,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000209,2024-02-01 09:15:30,1000000033,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004871,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000210,2024-02-01 09:15:30,1000000034,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004970,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000211,2024-02-01 09:15:30,1000000034,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000004982,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000212,2024-02-01 09:15:30,1000000035,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005095,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000213,2024-02-01 09:15:30,1000000035,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005110,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000214,2024-02-01 09:15:30,1000000035,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005126,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000215,2024-02-01 09:15:30,1000000035,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005141,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000216,2024-02-01 09:15:30,1000000035,Transfer,500.0,AUD,Monthly Savings Transfer,Completed,Online Banking,Online Banking,REF1000005154,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authentication,Australia,0,
1000000217,2024-02-01 09:15:30,1000000035,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005169,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000218,2024-02-01 09:15:30,1000000036,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005275,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000219,2024-02-01 09:15:30,1000000036,Deposit,1500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005287,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000220,2024-02-01 09:15:30,1000000037,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005390,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000000221,2024-02-01 09:15:30,1000000037,Deposit,500.0,AUD,Monthly Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005411,nil,nil,nil,nil,0.0,Authentication,Albany,0,
1000000222,2024-02-01 09:15:30,1000000038,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005511,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000000223,2024-02-01 09:15:30,1000000038,Deposit,500.0,AUD,Salary Deposit,Completed,Electronic Transfer,Online Banking,REF1000005531,nil,nil,nil,nil,0.0,Authentication,Australia,0,
